Match ID,Innings,Team ID,Team,Total,Wickets,Overs,RR,LB,NB,W,B,PEN
1082597,1,335971,Kolkata Knight Riders,178,7,20.0,8.9,1.0,3.0,5.0,,
1082597,2,335978,Mumbai Indians,180,6,19.5,9.07,5.0,,7.0,,
1082596,1,968725,Gujarat Lions,135,7,20.0,6.75,2.0,,,1.0,
1082596,2,628333,Sunrisers Hyderabad,140,1,15.3,9.03,,,3.0,,
1082595,1,335970,Royal Challengers Bangalore,157,8,20.0,7.85,2.0,,4.0,,
1082595,2,335975,Delhi Daredevils,142,9,20.0,7.1,1.0,,4.0,,
1082594,1,968721,Rising Pune Supergiant,163,6,20.0,8.15,1.0,,5.0,,
1082594,2,335973,Kings XI Punjab,164,4,19.0,8.63,1.0,,9.0,,
1082593,1,968725,Gujarat Lions,183,4,20.0,9.15,2.0,,2.0,,
1082593,2,335971,Kolkata Knight Riders,184,0,14.5,12.4,,,11.0,4.0,
1082592,1,335978,Mumbai Indians,184,8,20.0,9.2,1.0,,6.0,1.0,
1082592,2,968721,Rising Pune Supergiant,187,3,19.5,9.42,1.0,,3.0,,
1082591,1,628333,Sunrisers Hyderabad,207,4,20.0,10.35,1.0,1.0,5.0,,
1082591,2,335970,Royal Challengers Bangalore,172,10,19.4,8.74,1.0,1.0,4.0,,
981019,1,628333,Sunrisers Hyderabad,208,7,20.0,10.4,2.0,,11.0,1.0,
981019,2,335970,Royal Challengers Bangalore,200,7,20.0,10.0,5.0,,4.0,,
981017,1,968725,Gujarat Lions,162,7,20.0,8.1,,,5.0,,
981017,2,628333,Sunrisers Hyderabad,163,6,19.2,8.43,1.0,,1.0,,
981015,1,628333,Sunrisers Hyderabad,162,8,20.0,8.1,1.0,,4.0,1.0,
981015,2,335971,Kolkata Knight Riders,140,8,20.0,7.0,9.0,,,,
981013,1,968725,Gujarat Lions,158,10,20.0,7.9,6.0,,5.0,,
981013,2,335970,Royal Challengers Bangalore,159,6,18.2,8.67,7.0,1.0,8.0,,
981011,1,335975,Delhi Daredevils,138,8,20.0,6.9,1.0,1.0,4.0,,
981011,2,335970,Royal Challengers Bangalore,139,4,18.1,7.65,,,10.0,,
981009,1,335971,Kolkata Knight Riders,171,6,20.0,8.55,1.0,,3.0,,
981009,2,628333,Sunrisers Hyderabad,149,8,20.0,7.45,6.0,1.0,3.0,1.0,
981007,1,335978,Mumbai Indians,172,8,20.0,8.6,3.0,1.0,4.0,,
981007,2,968725,Gujarat Lions,173,4,17.5,9.7,2.0,,4.0,,
981005,1,335973,Kings XI Punjab,172,7,20.0,8.6,1.0,,3.0,,
981005,2,968721,Rising Pune Supergiant,173,6,20.0,8.65,1.0,,7.0,,
981003,1,628333,Sunrisers Hyderabad,158,7,20.0,7.9,1.0,,1.0,1.0,
981003,2,335975,Delhi Daredevils,161,4,20.0,8.05,4.0,,10.0,,
981001,1,335971,Kolkata Knight Riders,124,8,20.0,6.2,2.0,,5.0,,
981001,2,968725,Gujarat Lions,125,4,13.3,9.25,1.0,,16.0,,
980999,1,335970,Royal Challengers Bangalore,211,3,15.0,14.06,,2.0,6.0,,
980999,2,335973,Kings XI Punjab,120,9,14.0,8.57,1.0,,5.0,,
980997,1,335975,Delhi Daredevils,121,6,20.0,6.05,,,2.0,,
980997,2,968721,Rising Pune Supergiant,76,1,11.0,6.9,2.0,1.0,4.0,,
980995,1,335971,Kolkata Knight Riders,183,5,20.0,9.15,6.0,,6.0,,
980995,2,335970,Royal Challengers Bangalore,186,1,18.4,9.96,1.0,1.0,1.0,,
980993,1,335978,Mumbai Indians,206,4,20.0,10.3,2.0,,1.0,4.0,
980993,2,335975,Delhi Daredevils,126,10,19.1,6.57,1.0,,1.0,1.0,
980991,1,335973,Kings XI Punjab,179,4,20.0,8.95,3.0,,,,
980991,2,628333,Sunrisers Hyderabad,180,3,19.4,9.15,4.0,2.0,3.0,,
980989,1,968721,Rising Pune Supergiant,103,6,17.4,5.83,4.0,1.0,1.0,,
980989,2,335971,Kolkata Knight Riders,66,2,5.0,13.2,1.0,,8.0,1.0,
980987,1,335970,Royal Challengers Bangalore,248,3,20.0,12.4,1.0,1.0,1.0,1.0,
980987,2,968725,Gujarat Lions,104,10,18.4,5.57,3.0,3.0,5.0,1.0,
980985,1,335978,Mumbai Indians,124,9,20.0,6.2,6.0,,2.0,,
980985,2,335973,Kings XI Punjab,127,3,17.0,7.47,3.0,,4.0,4.0,
980983,1,628333,Sunrisers Hyderabad,146,8,20.0,7.3,6.0,2.0,3.0,,
980983,2,335975,Delhi Daredevils,150,3,18.1,8.25,,,3.0,,
980981,1,335970,Royal Challengers Bangalore,151,4,20.0,7.55,5.0,,2.0,,
980981,2,335978,Mumbai Indians,153,4,18.4,8.19,,2.0,8.0,,
980979,1,628333,Sunrisers Hyderabad,137,8,20.0,6.85,1.0,,4.0,,
980979,2,968721,Rising Pune Supergiant,133,8,20.0,6.65,2.0,,1.0,,
980977,1,335970,Royal Challengers Bangalore,175,6,20.0,8.75,,,4.0,,
980977,2,335973,Kings XI Punjab,174,4,20.0,8.7,3.0,,2.0,,
980975,1,335971,Kolkata Knight Riders,158,4,20.0,7.9,2.0,,4.0,,
980975,2,968725,Gujarat Lions,164,5,18.0,9.11,,,5.0,,
980973,1,628333,Sunrisers Hyderabad,177,3,20.0,8.85,2.0,,3.0,,
980973,2,335978,Mumbai Indians,92,10,16.3,5.57,2.0,,4.0,,
980971,1,335973,Kings XI Punjab,181,5,20.0,9.05,5.0,,3.0,,
980971,2,335975,Delhi Daredevils,172,5,20.0,8.6,6.0,,3.0,,
980969,1,968721,Rising Pune Supergiant,191,6,20.0,9.55,1.0,,6.0,,
980969,2,335970,Royal Challengers Bangalore,195,3,19.3,10.0,5.0,1.0,,,
980967,1,968725,Gujarat Lions,126,6,20.0,6.3,,,5.0,,
980967,2,628333,Sunrisers Hyderabad,129,5,19.0,6.78,3.0,,3.0,,
980965,1,335975,Delhi Daredevils,162,7,20.0,8.1,1.0,1.0,6.0,,
980965,2,968721,Rising Pune Supergiant,166,3,19.1,8.66,1.0,3.0,7.0,,
980963,1,335971,Kolkata Knight Riders,164,3,20.0,8.2,2.0,,3.0,,
980963,2,335973,Kings XI Punjab,157,9,20.0,7.85,4.0,,4.0,4.0,
980961,1,968725,Gujarat Lions,149,7,20.0,7.45,3.0,,3.0,,
980961,2,335975,Delhi Daredevils,150,2,17.2,8.65,1.0,1.0,1.0,,
980959,1,335970,Royal Challengers Bangalore,185,7,20.0,9.25,,2.0,2.0,,
980959,2,335971,Kolkata Knight Riders,189,5,19.1,9.86,2.0,,13.0,4.0,
980957,1,968721,Rising Pune Supergiant,159,5,20.0,7.95,1.0,,7.0,,
980957,2,335978,Mumbai Indians,161,2,18.3,8.7,4.0,,2.0,,
980955,1,335973,Kings XI Punjab,154,10,19.5,7.76,1.0,,3.0,,
980955,2,968725,Gujarat Lions,131,9,20.0,6.55,,,3.0,1.0,
980953,1,628333,Sunrisers Hyderabad,194,5,20.0,9.7,1.0,1.0,3.0,,
980953,2,335970,Royal Challengers Bangalore,179,6,20.0,8.95,,,2.0,1.0,
980951,1,335975,Delhi Daredevils,186,8,20.0,9.3,6.0,1.0,2.0,1.0,
980951,2,335971,Kolkata Knight Riders,159,10,18.3,8.59,3.0,6.0,4.0,,
980949,1,968721,Rising Pune Supergiant,195,3,20.0,9.75,2.0,1.0,4.0,,
980949,2,968725,Gujarat Lions,196,7,20.0,9.8,,,7.0,,
980947,1,335971,Kolkata Knight Riders,174,5,20.0,8.7,1.0,,,,
980947,2,335978,Mumbai Indians,178,4,18.0,9.88,,,5.0,,
980945,1,968725,Gujarat Lions,172,6,20.0,8.6,2.0,,1.0,,
980945,2,335975,Delhi Daredevils,171,5,20.0,8.55,2.0,,1.0,,
980943,1,628333,Sunrisers Hyderabad,118,8,20.0,5.9,5.0,,3.0,,
980943,2,968721,Rising Pune Supergiant,94,3,11.0,8.54,2.0,,11.0,,
980941,1,335978,Mumbai Indians,189,6,20.0,9.45,1.0,1.0,3.0,,
980941,2,335973,Kings XI Punjab,164,7,20.0,8.2,2.0,1.0,2.0,,
980939,1,968721,Rising Pune Supergiant,160,5,20.0,8.0,2.0,,,4.0,
980939,2,335971,Kolkata Knight Riders,162,8,19.3,8.3,,,10.0,,
980937,1,335970,Royal Challengers Bangalore,180,2,20.0,9.0,,,2.0,1.0,
980937,2,968725,Gujarat Lions,182,4,19.3,9.33,3.0,2.0,9.0,,
980935,1,335973,Kings XI Punjab,143,6,20.0,7.15,1.0,,4.0,,
980935,2,628333,Sunrisers Hyderabad,146,5,17.5,8.18,,,5.0,,
980933,1,335975,Delhi Daredevils,164,4,20.0,8.2,3.0,1.0,8.0,,
980933,2,335978,Mumbai Indians,154,7,20.0,7.7,1.0,,2.0,,
980931,1,335970,Royal Challengers Bangalore,185,3,20.0,9.25,,1.0,11.0,,
980931,2,968721,Rising Pune Supergiant,172,8,20.0,8.6,,,6.0,1.0,
980929,1,968725,Gujarat Lions,135,8,20.0,6.75,2.0,,3.0,,
980929,2,628333,Sunrisers Hyderabad,137,0,14.5,9.23,1.0,,9.0,,
980927,1,335970,Royal Challengers Bangalore,170,7,20.0,8.5,2.0,,10.0,1.0,
980927,2,335978,Mumbai Indians,171,4,18.0,9.5,1.0,1.0,2.0,,
980925,1,335973,Kings XI Punjab,138,8,20.0,6.9,2.0,,5.0,,
980925,2,335971,Kolkata Knight Riders,141,4,17.1,8.21,5.0,,3.0,,
980923,1,335978,Mumbai Indians,142,6,20.0,7.1,2.0,,6.0,,
980923,2,628333,Sunrisers Hyderabad,145,3,17.3,8.28,2.0,1.0,2.0,,
980921,1,335970,Royal Challengers Bangalore,191,5,20.0,9.55,8.0,,1.0,,
980921,2,335975,Delhi Daredevils,192,3,19.1,10.01,3.0,1.0,10.0,,
980919,1,968721,Rising Pune Supergiant,152,7,20.0,7.6,8.0,,3.0,,
980919,2,335973,Kings XI Punjab,153,4,18.4,8.19,,,2.0,,
980917,1,335978,Mumbai Indians,143,8,20.0,7.15,2.0,2.0,6.0,,
980917,2,968725,Gujarat Lions,147,7,20.0,7.35,7.0,1.0,3.0,,
980915,1,628333,Sunrisers Hyderabad,142,7,20.0,7.1,2.0,1.0,4.0,1.0,
980915,2,335971,Kolkata Knight Riders,146,2,18.2,7.96,,,5.0,,
980913,1,335973,Kings XI Punjab,111,9,20.0,5.55,1.0,,3.0,,
980913,2,335975,Delhi Daredevils,113,2,13.3,8.37,2.0,,4.0,4.0,
980911,1,968721,Rising Pune Supergiant,163,5,20.0,8.15,1.0,,,1.0,
980911,2,968725,Gujarat Lions,164,3,18.0,9.11,5.0,1.0,7.0,2.0,
980909,1,335971,Kolkata Knight Riders,187,5,20.0,9.35,3.0,,7.0,,
980909,2,335978,Mumbai Indians,188,4,19.1,9.8,1.0,,8.0,1.0,
980907,1,335970,Royal Challengers Bangalore,227,4,20.0,11.35,2.0,1.0,4.0,,
980907,2,628333,Sunrisers Hyderabad,182,6,20.0,9.1,1.0,,9.0,1.0,
980905,1,335973,Kings XI Punjab,161,6,20.0,8.05,2.0,,4.0,1.0,
980905,2,968725,Gujarat Lions,162,5,17.4,9.16,3.0,,3.0,,
980903,1,335975,Delhi Daredevils,98,10,17.4,5.54,,,12.0,,
980903,2,335971,Kolkata Knight Riders,99,1,14.1,6.98,,1.0,8.0,2.0,
980901,1,335978,Mumbai Indians,121,8,20.0,6.05,1.0,,12.0,,
980901,2,968721,Rising Pune Supergiant,126,1,14.4,8.59,1.0,1.0,3.0,,
829823,1,335978,Mumbai Indians,202,5,20.0,10.1,4.0,1.0,,1.0,
829823,2,335974,Chennai Super Kings,161,8,20.0,8.05,2.0,2.0,3.0,,
829821,1,335970,Royal Challengers Bangalore,139,8,20.0,6.95,2.0,,5.0,,
829821,2,335974,Chennai Super Kings,140,7,19.5,7.05,1.0,,3.0,3.0,
829819,1,335970,Royal Challengers Bangalore,180,4,20.0,9.0,3.0,,5.0,4.0,
829819,2,335977,Rajasthan Royals,109,10,19.0,5.73,,,3.0,,
829817,1,335978,Mumbai Indians,187,6,20.0,9.35,,1.0,8.0,,
829817,2,335974,Chennai Super Kings,162,10,19.0,8.52,1.0,,7.0,,
829815,1,628333,Sunrisers Hyderabad,113,10,20.0,5.65,2.0,,4.0,,
829815,2,335978,Mumbai Indians,114,1,13.5,8.24,2.0,,5.0,1.0,
829811,1,335977,Rajasthan Royals,199,6,20.0,9.95,4.0,2.0,4.0,,
829811,2,335971,Kolkata Knight Riders,190,9,20.0,9.5,3.0,5.0,18.0,,
829809,1,335973,Kings XI Punjab,130,7,20.0,6.5,2.0,,3.0,4.0,
829809,2,335974,Chennai Super Kings,134,3,16.5,7.96,,,6.0,,
829807,1,628333,Sunrisers Hyderabad,135,3,11.0,12.27,2.0,2.0,3.0,,
829807,2,335970,Royal Challengers Bangalore,83,4,5.5,14.22,,,1.0,,
829805,1,335978,Mumbai Indians,171,4,20.0,8.55,1.0,3.0,6.0,,
829805,2,335971,Kolkata Knight Riders,166,7,20.0,8.3,,,7.0,1.0,
829803,1,335973,Kings XI Punjab,106,6,10.0,10.6,1.0,,3.0,,
829803,2,335970,Royal Challengers Bangalore,84,6,10.0,8.4,5.0,1.0,2.0,,
829801,1,335974,Chennai Super Kings,119,6,20.0,5.95,7.0,,,,
829801,2,335975,Delhi Daredevils,120,4,16.4,7.2,,,,,
829799,1,628333,Sunrisers Hyderabad,185,5,20.0,9.25,,1.0,3.0,1.0,
829799,2,335973,Kings XI Punjab,180,7,20.0,9.0,3.0,,4.0,,
829797,1,335974,Chennai Super Kings,157,5,20.0,7.85,1.0,,7.0,,
829797,2,335977,Rajasthan Royals,145,9,20.0,7.25,2.0,2.0,2.0,,
829795,1,335970,Royal Challengers Bangalore,235,1,20.0,11.75,,1.0,6.0,,
829795,2,335978,Mumbai Indians,196,7,20.0,9.8,1.0,,3.0,,
829793,1,628333,Sunrisers Hyderabad,163,4,20.0,8.15,1.0,,3.0,,
829793,2,335975,Delhi Daredevils,157,4,20.0,7.85,3.0,,1.0,,
829791,1,335973,Kings XI Punjab,183,5,20.0,9.15,3.0,,5.0,1.0,
829791,2,335971,Kolkata Knight Riders,184,9,19.5,9.27,3.0,,4.0,,
829789,1,335974,Chennai Super Kings,158,5,20.0,7.9,,,6.0,,
829789,2,335978,Mumbai Indians,159,4,19.2,8.22,,,1.0,1.0,
829761,1,335971,Kolkata Knight Riders,171,7,20.0,8.55,3.0,,9.0,,
829761,2,335975,Delhi Daredevils,158,6,20.0,7.9,2.0,,5.0,,
829787,1,628333,Sunrisers Hyderabad,201,4,20.0,10.05,5.0,,10.0,,
829787,2,335977,Rajasthan Royals,194,7,20.0,9.7,6.0,,1.0,,
829785,1,335970,Royal Challengers Bangalore,226,3,20.0,11.3,3.0,1.0,7.0,,
829785,2,335973,Kings XI Punjab,88,10,13.4,6.43,5.0,,4.0,,
829783,1,335975,Delhi Daredevils,152,6,20.0,7.6,2.0,,1.0,1.0,
829783,2,335978,Mumbai Indians,153,5,19.3,7.84,1.0,,8.0,,
829781,1,335971,Kolkata Knight Riders,167,7,20.0,8.35,6.0,,1.0,,
829781,2,628333,Sunrisers Hyderabad,132,9,20.0,6.6,,,4.0,,
829779,1,335974,Chennai Super Kings,148,9,20.0,7.4,,,5.0,,
829779,2,335970,Royal Challengers Bangalore,124,10,19.4,6.3,1.0,,1.0,,
829777,1,335977,Rajasthan Royals,189,2,20.0,9.45,1.0,,5.0,2.0,
829777,2,335975,Delhi Daredevils,175,7,20.0,8.75,1.0,,11.0,3.0,
829775,1,335978,Mumbai Indians,172,3,20.0,8.6,3.0,,2.0,,
829775,2,335973,Kings XI Punjab,149,7,20.0,7.45,9.0,,3.0,,
829773,1,628333,Sunrisers Hyderabad,192,7,20.0,9.6,1.0,1.0,3.0,,
829773,2,335974,Chennai Super Kings,170,6,20.0,8.5,3.0,,4.0,,
829771,1,335971,Kolkata Knight Riders,111,4,10.0,11.1,3.0,1.0,4.0,,
829771,2,335970,Royal Challengers Bangalore,115,3,9.4,11.89,,,4.0,,
829769,1,335978,Mumbai Indians,187,5,20.0,9.35,3.0,1.0,5.0,,
829769,2,335977,Rajasthan Royals,179,7,20.0,8.95,2.0,1.0,9.0,,
829767,1,335973,Kings XI Punjab,118,8,20.0,5.9,1.0,,7.0,,
829767,2,335975,Delhi Daredevils,119,1,13.5,8.6,2.0,1.0,5.0,,
829723,1,335974,Chennai Super Kings,165,9,20.0,8.25,13.0,,6.0,1.0,
829723,2,335971,Kolkata Knight Riders,169,3,19.5,8.52,5.0,,5.0,,
829765,1,335974,Chennai Super Kings,134,6,20.0,6.7,3.0,,9.0,,
829765,2,335971,Kolkata Knight Riders,132,9,20.0,6.6,2.0,,3.0,,
829759,1,628333,Sunrisers Hyderabad,150,6,20.0,7.5,1.0,,,,
829759,2,335973,Kings XI Punjab,130,9,20.0,6.5,2.0,,5.0,,
829757,1,335975,Delhi Daredevils,95,10,18.2,5.18,2.0,,6.0,,
829757,2,335970,Royal Challengers Bangalore,99,0,10.3,9.42,,,2.0,,
829753,1,335974,Chennai Super Kings,192,3,20.0,9.6,2.0,1.0,9.0,,
829753,2,335973,Kings XI Punjab,95,9,20.0,4.75,3.0,,5.0,,
829751,1,335978,Mumbai Indians,157,8,20.0,7.85,1.0,,9.0,,
829751,2,628333,Sunrisers Hyderabad,137,8,20.0,6.85,2.0,1.0,2.0,,
829749,1,335977,Rajasthan Royals,130,9,20.0,6.5,1.0,,3.0,,
829749,2,335970,Royal Challengers Bangalore,134,1,16.1,8.28,5.0,,,,
829747,1,335975,Delhi Daredevils,190,4,20.0,9.5,1.0,1.0,6.0,,
829747,2,335978,Mumbai Indians,153,9,20.0,7.65,2.0,,9.0,,
829745,1,335974,Chennai Super Kings,181,8,20.0,9.05,6.0,,3.0,1.0,
829745,2,335970,Royal Challengers Bangalore,154,8,20.0,7.7,5.0,,1.0,,
829743,1,628333,Sunrisers Hyderabad,176,4,20.0,8.8,1.0,1.0,1.0,1.0,
829743,2,335971,Kolkata Knight Riders,101,4,12.0,8.41,,,3.0,,
829741,1,335977,Rajasthan Royals,191,6,20.0,9.55,3.0,1.0,6.0,,
829741,2,335973,Kings XI Punjab,191,6,20.0,9.55,4.0,,1.0,,
829739,1,335975,Delhi Daredevils,146,8,20.0,7.3,3.0,,10.0,,
829739,2,335971,Kolkata Knight Riders,147,4,18.1,8.09,4.0,,3.0,,
829737,1,335978,Mumbai Indians,209,7,20.0,10.45,4.0,,13.0,,
829737,2,335970,Royal Challengers Bangalore,191,7,20.0,9.55,1.0,2.0,13.0,,
829735,1,335974,Chennai Super Kings,156,4,20.0,7.8,2.0,,4.0,,
829735,2,335977,Rajasthan Royals,157,2,18.2,8.56,,,1.0,,
829733,1,335973,Kings XI Punjab,155,9,20.0,7.75,1.0,,3.0,9.0,
829733,2,335971,Kolkata Knight Riders,159,6,17.5,8.91,1.0,,1.0,,
829731,1,335975,Delhi Daredevils,167,4,20.0,8.35,2.0,,6.0,1.0,
829731,2,628333,Sunrisers Hyderabad,163,8,20.0,8.15,1.0,,1.0,2.0,
829729,1,335978,Mumbai Indians,183,7,20.0,9.15,1.0,,4.0,2.0,
829729,2,335974,Chennai Super Kings,189,4,16.4,11.34,,3.0,8.0,,
829727,1,628333,Sunrisers Hyderabad,127,5,20.0,6.35,,1.0,4.0,1.0,
829727,2,335977,Rajasthan Royals,131,4,20.0,6.55,2.0,,4.0,1.0,
829725,1,335973,Kings XI Punjab,165,7,20.0,8.25,2.0,,6.0,,
829725,2,335975,Delhi Daredevils,169,5,19.5,8.52,3.0,1.0,7.0,,
829721,1,335978,Mumbai Indians,164,5,20.0,8.2,2.0,1.0,,2.0,
829721,2,335977,Rajasthan Royals,165,3,19.1,8.6,,3.0,1.0,,
829719,1,335970,Royal Challengers Bangalore,166,10,19.5,8.36,4.0,,12.0,,
829719,2,628333,Sunrisers Hyderabad,172,2,17.2,9.92,5.0,2.0,9.0,,
829717,1,335973,Kings XI Punjab,177,5,20.0,8.85,2.0,,3.0,1.0,
829717,2,335978,Mumbai Indians,159,7,20.0,7.95,3.0,2.0,3.0,,
829715,1,335975,Delhi Daredevils,184,3,20.0,9.2,2.0,,7.0,,
829715,2,335977,Rajasthan Royals,186,7,20.0,9.3,1.0,,5.0,,
829713,1,335971,Kolkata Knight Riders,177,6,20.0,8.85,2.0,,3.0,1.0,
829713,2,335970,Royal Challengers Bangalore,179,7,19.0,9.42,7.0,,1.0,,
829711,1,335974,Chennai Super Kings,209,4,20.0,10.45,7.0,4.0,4.0,,
829711,2,628333,Sunrisers Hyderabad,164,6,20.0,8.2,7.0,,4.0,,
829709,1,335977,Rajasthan Royals,162,7,20.0,8.1,9.0,,12.0,,
829709,2,335973,Kings XI Punjab,136,8,20.0,6.8,2.0,,7.0,,
829707,1,335974,Chennai Super Kings,150,7,20.0,7.5,10.0,1.0,2.0,1.0,
829707,2,335975,Delhi Daredevils,149,9,20.0,7.45,,,5.0,,
829705,1,335978,Mumbai Indians,168,3,20.0,8.4,1.0,,2.0,,
829705,2,335971,Kolkata Knight Riders,170,3,18.3,9.18,2.0,,2.0,,
734049,1,335973,Kings XI Punjab,199,4,20.0,9.95,4.0,1.0,3.0,,
734049,2,335971,Kolkata Knight Riders,200,7,19.3,10.25,,,6.0,,
734047,1,335973,Kings XI Punjab,226,6,20.0,11.3,1.0,1.0,8.0,1.0,
734047,2,335974,Chennai Super Kings,202,7,20.0,10.1,4.0,2.0,6.0,4.0,
734045,1,335978,Mumbai Indians,173,8,20.0,8.65,2.0,,,,
734045,2,335974,Chennai Super Kings,176,3,18.4,9.42,3.0,1.0,5.0,,
734043,1,335971,Kolkata Knight Riders,163,8,20.0,8.15,4.0,,3.0,,
734043,2,335973,Kings XI Punjab,135,8,20.0,6.75,3.0,,2.0,,
734041,1,335977,Rajasthan Royals,189,4,20.0,9.45,2.0,,3.0,,
734041,2,335978,Mumbai Indians,195,5,14.4,13.29,3.0,,4.0,,
734039,1,335975,Delhi Daredevils,115,10,18.1,6.33,1.0,,6.0,,
734039,2,335973,Kings XI Punjab,119,3,13.5,8.6,5.0,,10.0,,
734037,1,628333,Sunrisers Hyderabad,160,7,20.0,8.0,13.0,,8.0,,
734037,2,335971,Kolkata Knight Riders,161,6,14.2,11.23,1.0,2.0,2.0,,
734035,1,335970,Royal Challengers Bangalore,154,6,20.0,7.7,2.0,,4.0,,
734035,2,335974,Chennai Super Kings,160,2,17.4,9.05,,,1.0,4.0,
734033,1,335973,Kings XI Punjab,179,4,20.0,8.95,7.0,1.0,3.0,3.0,
734033,2,335977,Rajasthan Royals,163,8,20.0,8.15,4.0,,3.0,,
734031,1,335978,Mumbai Indians,173,10,19.3,8.87,6.0,,3.0,,
734031,2,335975,Delhi Daredevils,158,4,20.0,7.9,3.0,1.0,2.0,,
734029,1,335974,Chennai Super Kings,185,3,20.0,9.25,7.0,,1.0,,
734029,2,628333,Sunrisers Hyderabad,189,4,19.4,9.61,1.0,1.0,3.0,,
734027,1,335971,Kolkata Knight Riders,195,4,20.0,9.75,1.0,1.0,4.0,1.0,
734027,2,335970,Royal Challengers Bangalore,165,5,20.0,8.25,8.0,1.0,1.0,,
734025,1,335973,Kings XI Punjab,156,8,20.0,7.8,5.0,,3.0,,
734025,2,335978,Mumbai Indians,159,3,19.0,8.36,,,10.0,,
734023,1,335974,Chennai Super Kings,154,4,20.0,7.7,,1.0,2.0,,
734023,2,335971,Kolkata Knight Riders,156,2,18.0,8.66,3.0,,1.0,,
734021,1,335970,Royal Challengers Bangalore,160,6,20.0,8.0,2.0,,4.0,1.0,
734021,2,628333,Sunrisers Hyderabad,161,3,19.4,8.18,2.0,,3.0,2.0,
734019,1,335975,Delhi Daredevils,164,7,20.0,8.2,1.0,,4.0,,
734019,2,335973,Kings XI Punjab,165,6,19.4,8.38,4.0,,11.0,,
734017,1,335978,Mumbai Indians,178,3,20.0,8.9,3.0,1.0,2.0,,
734017,2,335977,Rajasthan Royals,153,8,20.0,7.65,1.0,,7.0,,
734015,1,628333,Sunrisers Hyderabad,142,8,20.0,7.1,1.0,,8.0,1.0,
734015,2,335971,Kolkata Knight Riders,146,3,19.4,7.42,1.0,,,,
734013,1,335974,Chennai Super Kings,138,4,20.0,6.9,3.0,,3.0,,
734013,2,335970,Royal Challengers Bangalore,142,5,19.5,7.15,8.0,,4.0,1.0,
734011,1,335977,Rajasthan Royals,201,6,20.0,10.05,10.0,1.0,4.0,,
734011,2,335975,Delhi Daredevils,139,9,20.0,6.95,3.0,,6.0,,
734009,1,335978,Mumbai Indians,141,5,20.0,7.05,1.0,1.0,5.0,,
734009,2,335971,Kolkata Knight Riders,142,4,18.4,7.6,1.0,,4.0,,
